Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0.04025458,-0.58152276,0.11939155,-0.5513104,0.4154452,-0.31588292,-0.10409307,-0.76448494,0.26174423,-0.4197315,-0.64565766,0.46487394,-0.8548541,0.12694463,-0.49690604,-0.0057584085,-0.4938602,-1.1342224,-0.38920376,0.31130007,-0.24263176,0.0024105692,0.06464246,-0.18058725,0.11921566,-0.14214015,0.21630242,-0.20126978,-0.08772268,-0.05998545
-0.21935576,-0.06537491,-0.21949904,0.08995115,0.3512946,0.2319293,-0.0564392,0.15778175,-0.044288427,0.008815049,-0.10648895,0.18190192,-0.06514259,-0.29373723,-0.2216431,-0.035933245,0.030857604,0.23633961,0.20997201,-0.072201796,0.10208024,-0.13795023,-0.20145608,-0.17734446,0.009037927,0.11401504,-0.034633163,0.38111648,-0.19533306,0.025621025
-0.26138988,-0.15786798,-0.035582006,-0.21147914,0.223681,0.5166144,-0.12676224,-0.1572517,-0.19940096,-0.14419901,-0.103205755,0.33153668,-0.35621157,-0.06970913,-0.67012537,-0.3465499,0.24723466,0.73919255,0.2674141,-0.10424053,-0.08569117,-0.2881636,-0.20555681,-0.24105899,0.05695207,0.14924195,0.15117185,0.027038433,-0.2300957,-0.29662558
-0.012650249,-0.13569243,0.12318999,-0.26239935,0.32002106,0.08181115,-0.10657102,-0.17149282,0.04982201,-0.21634452,-0.31363973,0.41844472,-0.61622465,0.0068411105,-0.7720724,0.05281025,-0.3222199,-0.37215665,-0.035965666,0.076413326,0.0061689084,-0.05782816,0.0016211155,-0.03735249,-0.07099201,0.006221044,0.08175872,0.113947205,0.14306799,-0.093530394
-0.07554794,-0.21043527,0.03199502,-0.29327685,0.4334916,0.37253782,-0.2577707,-0.018099219,0.05278587,-0.27921438,-0.39113668,0.606331,-0.4951085,-0.08051956,-0.9275736,0.058126565,-0.00651578,0.20822698,0.22668125,-0.1756444,-0.015496747,-0.24965943,-0.22102228,-0.39971098,0.037135616,0.20033503,0.10926148,0.10572157,0.091415204,0.07599321
-0.18247935,0.033513136,0.043201286,-0.22499752,0.37094733,0.4341586,-0.1408777,0.02456044,-0.104062125,-0.0862776,-0.20820796,0.5058592,-0.38958642,-0.11236374,-0.7812239,-0.053294346,0.22415367,0.7593305,0.33592838,-0.31054187,-0.09458656,-0.20000637,-0.25650334,-0.41142654,-0.07637454,0.35962698,0.060580444,0.0508531,-0.15043922,-0.19965035
0.056632325,-0.43223,0.044266332,-0.3546115,0.3964451,-0.08995932,-0.090080895,-0.62535405,0.21229032,-0.32498732,-0.5621053,0.4221839,-0.7813387,0.082090154,-0.6254014,0.03687402,-0.58811885,-0.96932405,-0.27209187,0.28159255,-0.28146452,-0.11058616,0.04211855,-0.35975814,0.16657028,-0.10326769,0.17768982,-0.16109364,-0.13712505,-0.039877832
0.0053048553,-0.8708238,0.28476998,-0.8323967,0.3951164,-0.41726047,-0.079888776,-0.9620409,0.29831356,-0.52124363,-0.8393495,0.4237415,-0.98116887,0.11194831,-0.5911943,-0.09106193,-0.66617495,-1.1489786,-0.35119733,0.35380176,-0.24212159,-0.028992737,0.0294233,-0.23705095,0.077555865,-0.109065235,0.24470156,-0.13006893,-0.21128611,0.033791043
-0.036925077,-0.11288996,0.12155452,-0.1972046,0.3467214,0.14613284,-0.120567836,-0.11825886,0.061918836,-0.14944644,-0.20685494,0.37721986,-0.4739028,-0.09268051,-0.5876807,-0.057810277,-0.03823689,0.030451622,0.07415673,-0.047566414,-0.14879712,-0.059107587,-0.10864567,-0.16600597,0.08187339,0.06377534,0.08579715,-0.018393759,-0.04606333,-0.07829898
-0.050969016,-0.61556906,0.21048652,-0.5406385,0.67361957,-0.05135749,-0.09643152,-0.74709606,0.25350404,-0.44892102,-0.74871695,0.687729,-1.1317462,0.15067586,-1.0850447,0.009366889,-0.7179673,-1.1334208,-0.37223443,0.33093524,-0.11982154,-0.14545012,0.06117916,-0.34302443,0.0067069684,-0.013694217,0.18718478,-0.014256548,0.016068436,-0.1677737
-0.05540838,-0.39238352,0.13635482,-0.3655378,0.39496368,-0.0811803,-0.06653114,-0.4207986,0.07467795,-0.3714159,-0.36961156,0.40885693,-0.74652034,0.060246177,-0.6768367,-0.048056815,-0.5230666,-0.71576566,-0.14448933,0.21257581,0.02281857,-0.12256013,0.13501075,0.021055683,-0.041439146,0.051100224,0.15409715,0.13810319,0.09629465,-0.1074075
-0.05639825,-0.18114668,0.15892442,-0.15969361,0.34516224,-0.008208062,-0.07889651,-0.25109634,0.10379851,-0.24105974,-0.34525463,0.6089925,-0.87753916,0.035133164,-0.83411586,0.10114467,-0.55395126,-0.8829031,-0.2341837,0.18335123,-0.13348037,0.032558315,0.041690063,-0.058733787,-0.043206252,-0.15556392,0.10139822,-0.0048002745,0.18665965,-0.15800546
0.011481182,-0.26374978,-0.019797744,-0.22909248,0.27925095,-0.07643295,-0.09264609,-0.3130924,0.04254335,-0.23978113,-0.41372728,0.294282,-0.45002323,-0.07384436,-0.64622384,0.0846425,-0.29161537,-0.48149142,-0.082634866,0.14545277,-0.06283726,-0.07161694,-0.040821593,-0.2459415,-0.031428546,0.042356506,0.048133835,0.20266543,0.027484912,-0.056415133
0.081927545,-0.3839615,0.20003302,-0.541923,0.4991389,-0.051102627,-0.16246434,-0.544009,0.15370773,-0.40685192,-0.6084322,0.6332419,-1.0633013,-0.011607626,-1.0382061,0.089360334,-0.5624542,-0.9581026,-0.12965302,0.2437713,0.04366516,-0.039094277,-0.006903457,-0.13141875,-0.041907743,0.11336997,0.091910385,0.052219473,0.21122468,-0.015839728
-0.3232449,0.068876065,-0.15731514,0.09473366,0.33267304,0.45745686,-0.17308426,0.14616387,-0.10918297,0.042024706,-0.116286084,0.42349365,-0.26120475,-0.40234202,-0.5138649,-0.12656537,0.29484794,0.8466493,0.34222063,-0.342593,-0.101357676,-0.20998389,-0.29313877,-0.3943006,-0.047513325,0.31836614,-0.0246609,0.22286029,-0.31883425,-0.16159438
-0.076247394,-0.62921315,0.20685017,-0.7261877,0.6952103,-0.5224148,-0.24403428,-0.84431976,0.3554765,-0.6452082,-1.1146393,0.92527306,-1.6741397,0.020809758,-1.6134857,0.31642717,-1.1836263,-1.973391,-0.5519337,0.5976073,-0.08083776,0.18926191,-0.05823514,-0.23681483,-0.004908594,-0.18685701,0.056862753,-0.041974682,0.36726654,0.042347245
-0.029944338,-0.12108864,0.034948893,-0.115367986,0.2386115,0.17997506,-0.088010214,-0.03217516,0.06826113,-0.057342257,-0.13843746,0.281066,-0.34676856,-0.06428341,-0.49436015,-0.015080134,-0.08062956,-0.09724646,-0.009296708,-0.034178007,-0.06792608,-0.017253641,-0.058045126,-0.07992052,-0.048645712,-0.023602586,0.014320917,-0.0123140495,-0.010054371,-0.07615703
-0.045337297,-1.2438823,0.39078888,-1.1446477,0.64725816,-0.7165405,-0.18823473,-1.4632282,0.5066389,-0.7404927,-1.1807568,0.7603109,-1.6190892,0.16527739,-0.86938673,-0.08894025,-0.94046074,-1.9477094,-0.6791395,0.49978912,-0.24112251,-0.088408925,0.121244475,-0.2923366,0.17451093,-0.094349295,0.38359502,-0.22206466,-0.3505981,-0.11861697
-0.051929962,-1.5551425,0.500987,-1.4182148,0.98417264,-0.81230074,-0.19874443,-1.8139817,0.63638896,-0.94351166,-1.5560992,1.0852774,-2.2997518,0.29994428,-1.4379048,-0.12929736,-1.2784178,-2.5513105,-0.8796218,0.5185361,-0.33873603,-0.028768828,0.046703942,-0.29691926,0.11566507,0.0075898934,0.45713246,-0.28206056,-0.3423928,-0.18859191
-0.03494635,-0.19210716,0.48830163,-0.85012114,0.97864807,0.5973055,-0.4184395,-0.107074454,0.11960547,-0.546698,-0.7258984,1.275682,-1.5389827,-0.14586852,-2.3278692,0.0639976,-0.2561543,0.092028275,0.23583369,-0.23046762,-0.11961524,-0.35147944,-0.3405392,-0.43948406,-0.09264574,0.3503741,0.2556675,0.18853194,0.30562112,-0.31177056
0.12414434,-0.45656747,-0.05724227,-0.26920146,0.3465818,-0.10507698,-0.08368349,-0.31416434,0.24825856,-0.19044617,-0.43377027,0.47239602,-0.7220153,0.028616618,-0.48920643,0.2143739,-0.46049225,-1.1054599,-0.3430066,0.22337621,-0.16799691,0.16868885,0.021720245,-0.077443734,0.15163524,-0.2520267,0.16270605,-0.28583303,0.08776549,-0.0052656922
0.022814687,-0.15230991,-0.16019179,0.011868931,0.12327196,0.13179933,-0.1052691,0.09433452,0.11584136,-0.030330945,-0.05456674,0.2328161,-0.29947463,-0.16526212,-0.15361767,0.053379674,-0.05254445,-0.13058484,-0.0045238724,-0.062767304,-0.03491289,0.010536993,-0.042837378,0.092012025,0.09607845,0.02134076,0.064682275,-0.09548244,0.10458743,0.115598015
-0.0058183717,-0.29600447,0.092418954,-0.2506105,0.28703758,-0.09479752,-0.06952528,-0.2041143,-0.038257007,-0.26790485,-0.25013518,0.43248048,-0.5730662,-0.021745525,-0.5162653,-0.027854392,-0.30484173,-0.48985204,-0.06500048,0.16456205,-0.13791595,-0.032627612,0.020378204,-0.08851801,0.029118693,-0.0638125,0.107631356,0.09868941,0.11017945,-0.048897006
-0.018571706,-0.13902777,-0.12449854,0.017417714,0.15032814,0.073081955,-0.07011322,0.049677406,0.10635483,-0.06907145,-0.058641676,0.18319231,-0.19335817,-0.101570524,-0.17008907,0.005204278,-0.12820846,-0.20782578,0.044212792,0.008226942,-0.010073947,0.022859873,-0.033140186,0.027097417,0.071438216,-0.037617844,0.065370835,0.08565922,-0.0015974926,-0.023618001
0.024059283,-0.18717827,0.0063873315,-0.18988131,0.19026434,0.0034447745,-0.0505786,-0.20245603,0.030319814,-0.12545858,-0.2007348,0.20838594,-0.32287112,0.02760288,-0.32075873,0.061728,-0.14897521,-0.2729937,-0.028675158,0.069758005,-0.034648094,-0.08391083,-0.014972281,-0.12990129,0.047104426,0.034038298,0.060708568,0.054294962,0.008086576,-0.038091503
-0.089509785,-0.36991072,0.14182928,-0.6834236,0.69771326,0.2050267,-0.26730412,-0.40884745,0.18286555,-0.46872497,-0.78949213,0.7305793,-1.0892272,-0.05115465,-1.6217275,-0.17327558,-0.19044161,-0.11245397,0.22025155,0.053488396,-0.055618986,-0.33969805,-0.13138287,-0.5002414,-0.066505186,0.21126609,0.24982075,0.3339456,0.04834114,-0.103783734
-0.20125674,0.02110828,0.057321064,-0.055442788,0.29215813,0.34862402,-0.17478426,0.084085286,0.0039625717,-0.022318073,-0.029624442,0.41288418,-0.40909156,-0.20371814,-0.6065838,-0.13960013,0.17110373,0.6126457,0.16840988,-0.31470472,-0.051940124,-0.09689363,-0.22728218,-0.12175768,-0.013616416,0.21858396,0.016261395,-0.0830693,-0.105384625,-0.25290215
-0.01142032,-0.39242035,0.22789574,-0.39482445,0.45123118,-0.2514913,-0.02230455,-0.46664548,0.24815619,-0.3421041,-0.60897386,0.6237093,-1.0634027,0.06817534,-0.8281059,0.19876282,-0.73028636,-1.2199352,-0.41894653,0.25138366,-0.05385169,0.16750626,0.05387735,-0.035257895,-0.03357459,-0.15065064,0.11087687,-0.050729956,0.15475985,-0.051277734
-0.029344216,-0.27369237,-0.011211544,-0.16333893,0.30923843,-0.12247242,-0.15216683,-0.30830553,0.15085822,-0.2532863,-0.4270368,0.4283891,-0.6927703,-0.029168885,-0.7420753,0.08245431,-0.46644795,-0.8208391,-0.19459279,0.24046011,-0.0042591076,0.005335806,0.01345915,-0.13919634,-0.041940436,-0.039556347,0.07458373,0.08365651,0.15973634,0.006597182
0.03871263,-0.28405023,0.19275786,-0.3370934,0.38555944,-0.069632754,-0.11982062,-0.34580633,0.17384128,-0.28520626,-0.4628169,0.54203427,-0.8875318,0.06929515,-0.8949244,0.09085516,-0.54968196,-0.8839109,-0.24110472,0.16270627,-0.06910918,0.03718327,0.060319416,-0.056102026,-0.01654214,0.010925956,0.08965085,0.03860232,0.20799252,-0.09995748
-0.046080906,-0.24588406,0.065624885,-0.28398287,0.3951899,-0.078134626,-0.12154921,-0.338301,0.16340849,-0.34667245,-0.48890057,0.47429016,-0.79055876,0.04419438,-0.8426451,0.116568446,-0.5628036,-0.9243488,-0.21164131,0.28810495,0.025556985,0.0030372944,0.08106906,-0.10757811,-0.0293386,-0.06084518,0.09188148,0.07393043,0.20377775,-0.03551908
-0.098980136,-0.30742735,0.06263987,-0.39915472,0.5833533,-0.21115866,-0.08445332,-0.60447496,0.25636396,-0.39605358,-0.75291955,0.6969806,-1.1314864,0.08479017,-1.2228822,0.27598518,-0.7702052,-1.3652406,-0.3816961,0.3996245,0.09496098,0.07299256,0.05788057,-0.1751536,-0.0727478,-0.21767646,0.12921557,0.058833517,0.1531012,-0.09181065
0.048665453,-0.24139258,-0.054268584,-0.15266515,0.31339175,-0.027477518,-0.033007793,-0.25125134,0.18784022,-0.29782254,-0.4705717,0.5656548,-0.79050046,0.083055496,-0.7317621,0.20306654,-0.6501775,-1.3043575,-0.42308328,0.28584415,-0.061166003,0.18143307,0.19247214,-0.079987586,0.060043808,-0.28623182,0.16380277,-0.19759569,0.2565747,-0.05383431
