0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.032000545,-0.18198648,0.16376038,-0.40967056,0.18117183,-0.39658204,0.0078583835,-0.1855273,-0.04279503,-0.15347214,-0.6972314,0.48342118,-0.59789443,-0.12522052,-1.0956767,-0.12768064,-0.41588444,-1.3260343,-0.089652136,-0.071710914,0.370604,0.45280585,-0.16257839,-0.06023173,-0.08475109,0.055032827,-0.17171834,0.008891875,-0.028931504,0.10160104
0.029626997,-0.1672993,0.13972265,-0.39955792,0.04388964,-0.43751854,-0.036910936,-0.30023143,-0.03811127,-0.12850215,-0.7164951,0.35885295,-0.6243239,-0.08453168,-0.94037545,0.06820659,-0.7667081,-1.8043851,-0.29014692,0.062005468,0.3910608,0.5370944,-0.15970156,-0.17967814,-0.049191296,-0.0648607,-0.31806758,-0.19140394,0.010684124,0.14005254
-0.08194359,-0.0626103,0.08903298,-0.11242065,0.068434045,-0.09633459,-0.010920776,-0.18176287,-0.13371088,0.035803076,-0.082469665,0.14692834,-0.15202932,-0.18686895,-0.30423442,-0.16433091,0.043361362,-0.45949528,-0.004826026,-0.24515477,0.10757134,0.2746812,-0.2682057,-0.1813344,-0.07252694,-0.022240544,0.05473776,-0.16050251,0.041870657,-0.059269562
-0.056633897,-0.04750987,0.024693009,-0.2577365,0.12292528,-0.12731518,-0.059468582,-0.1790769,-0.107971795,0.010889327,-0.27114424,0.21965241,-0.19787854,-0.10134645,-0.634626,-0.043227356,0.06325125,-0.31748524,0.13149256,-0.13601924,0.33579475,0.2611334,-0.2101955,0.024893299,-0.109325685,0.022676425,-0.081837974,0.07850314,0.067803204,0.049567655
-0.06791614,-0.09708527,0.0078328205,-0.06723869,0.060956415,-0.109270506,0.037827164,-0.061118796,-0.14170358,0.034814995,-0.07152261,0.14242204,-0.114133276,-0.11391868,-0.29403523,-0.07298873,-0.069332585,-0.4217285,-0.03280931,-0.09051221,0.20039341,0.2393446,-0.10887032,-0.059644632,0.02833253,0.0015037861,-0.052327048,-0.15282764,-0.0076956106,0.001290149
0.10226036,-0.24377385,0.29305136,-0.5899199,0.21858795,-0.54786515,0.069754995,-0.41250232,0.033272903,-0.2477074,-0.7298671,0.45640182,-0.7182041,-0.042389292,-0.9394959,-0.1248885,-0.53669685,-1.6945229,-0.3339392,-0.124131285,0.212807,0.33756915,-0.08188434,-0.11380068,-0.11630761,-0.09177267,-0.15753494,-0.21960075,-0.17539655,0.21754311
0.07365846,-0.19376154,0.4156595,-0.4890678,0.31966096,-0.46032348,0.005875932,-0.33395952,-0.0356642,-0.29806677,-0.8877747,0.5927097,-0.8182528,-0.15215941,-1.4311765,-0.21984693,-0.61724997,-1.8145136,-0.17895593,-0.149538,0.38359997,0.60068023,-0.2083683,-0.13823438,-0.15027942,-0.017925335,-0.21295768,-0.011901899,0.011075462,0.08697708
0.062061172,-0.20519203,0.2539982,-0.43373606,0.24375689,-0.4749121,-0.02416836,-0.23573422,0.012386829,-0.21820092,-0.6818502,0.5766593,-0.68149626,-0.10408405,-1.1733211,-0.12767902,-0.563254,-1.6703465,-0.26771164,-0.026341418,0.38278827,0.46799332,-0.06528332,-0.06992779,-0.03984537,-0.027835876,-0.20896712,-0.10175333,-0.008856361,0.16310029
-0.09194214,-0.15497808,0.18082811,-0.43581712,0.088739105,-0.48183718,-0.042313457,-0.39076713,-0.017384836,-0.13474876,-0.8124588,0.42825276,-0.772634,-0.11342105,-1.0737097,-0.019380389,-0.6638874,-2.0057185,-0.28852752,0.10546054,0.38476375,0.4974455,-0.21259822,-0.25576732,-0.07098221,-0.08108964,-0.2763445,-0.03991028,0.073146336,0.13203989
0.068905145,-0.20206551,0.14168915,-0.3628159,0.23830281,-0.3198166,0.02292746,-0.19145076,-0.0009837574,-0.1625506,-0.59397393,0.32531822,-0.34607401,-0.10330575,-0.805041,-0.119885065,-0.28466916,-1.040249,-0.09892607,-0.036484253,0.29033294,0.28291863,-0.14330417,-0.033037532,0.036598176,-0.02561786,-0.07433374,-0.047824986,-0.09844327,0.19282104
-0.06617313,-0.05101295,0.124932595,-0.19233915,0.19546318,-0.1526595,0.02040603,-0.09689599,-0.0824069,-0.046263814,-0.30197552,0.23063411,-0.23159024,-0.05394911,-0.6383146,-0.08795437,0.021258064,-0.2709631,0.2197082,-0.053175874,0.25138152,0.20818962,-0.1831276,0.083379425,-0.10648369,-0.046032093,-0.031267814,-0.025077945,0.16094439,0.03316372
0.118757084,-0.54966617,0.37529007,-1.0924659,0.45669162,-1.0548762,-0.034999393,-1.0370897,0.14991386,-0.5079219,-1.445836,0.80469984,-1.3785381,-0.22902735,-1.8789473,-0.1092953,-1.0677825,-3.358738,-0.6947813,0.03739745,0.6178236,0.47625896,-0.0767632,-0.12494948,-0.14761971,-0.13190006,-0.5244308,-0.2512979,-0.21056968,0.2963896
0.05912833,-0.19813049,0.14204507,-0.50916356,0.29055247,-0.6053767,-0.016943172,-0.25476694,0.14654283,-0.17593993,-0.89215857,0.5867201,-0.62003875,-0.03005128,-1.28886,-0.18104818,-0.37370312,-1.7251407,-0.20249811,-0.10516909,0.47803694,0.54833764,-0.25040227,-0.035691075,-0.15116563,-0.007033855,-0.19643946,0.05931553,0.078392476,0.10812135
0.039831202,-0.1573909,0.2439867,-0.42241606,0.24098924,-0.48861516,0.004371496,-0.24119847,0.0491792,-0.24283819,-0.7562066,0.48694512,-0.6147713,-0.103725635,-1.1219238,-0.17083704,-0.5492995,-1.6765988,-0.2583888,-0.088128574,0.32541308,0.44870585,-0.11994439,-0.10896149,-0.040276222,-0.055785574,-0.1742675,0.06843324,-0.07266469,0.09656122
0.031103425,-0.10811853,0.039546527,-0.16426465,0.043484844,-0.19148637,0.04736907,-0.052436218,-0.13673466,-0.074268304,-0.23198213,0.1951748,-0.26447153,-0.098994516,-0.4645626,0.0059101805,-0.2043565,-0.766496,-0.08947583,0.017000504,0.18879594,0.23095539,-0.12041151,-0.026597794,-0.010517629,-0.057800524,-0.029962901,-0.0973446,-0.034352127,0.08682349
-0.03221497,-0.057888687,0.029905764,-0.10546987,0.020784881,-0.11086677,0.017990148,-0.067658566,-0.1448591,0.030721009,-0.0664142,0.059021644,-0.020665169,-0.10728666,-0.31998456,-0.034099437,0.07978174,-0.18659313,0.06585485,-0.10849216,0.18302871,0.34491697,-0.17507812,-0.020452697,0.0080972295,0.029195981,-0.045694016,-0.041242383,0.07729803,-0.0025982782
0.09311843,-0.29500008,0.22364524,-0.5311719,0.2534604,-0.5454969,0.0011109449,-0.30294538,0.029368019,-0.1725844,-0.68856627,0.5316846,-0.7506949,-0.13399477,-1.0854874,0.04000843,-0.48587987,-1.5371809,-0.22738852,0.054172996,0.33258843,0.41492975,-0.10268513,0.12149965,-0.08548551,-0.0092808455,-0.28697348,-0.120814964,0.031163258,0.18740349
0.023833299,-0.34575558,0.32187462,-0.68205506,0.24785791,-0.76902616,0.021120729,-0.51568586,0.05134322,-0.20955424,-1.1170204,0.53139937,-1.0072247,-0.17022856,-1.3006581,-0.012902646,-0.995599,-2.4716804,-0.45726627,-0.0076207826,0.52378404,0.62085843,-0.18727598,-0.1936868,-0.05958056,-0.12647948,-0.4011376,-0.35178223,-0.14443772,0.21947801
-0.04071383,-0.23612857,0.2505436,-0.46931335,0.18726675,-0.6499475,-0.08144863,-0.41829848,-0.029022027,-0.18389718,-1.0422449,0.64540243,-0.9874272,-0.13853744,-1.5862911,-0.008774634,-1.0297551,-2.7706027,-0.44715306,0.13436331,0.58937114,0.6929842,-0.12947363,-0.26951587,-0.013991471,-0.09922622,-0.36793858,-0.24135515,0.045950703,0.20607714
-0.017122181,-0.12147426,0.14411527,-0.04498063,0.09591505,-0.17522192,0.067323804,-0.099700525,-0.28166008,-0.0034622923,-0.10804927,0.17915612,-0.2590385,-0.18081845,-0.6361429,-0.050107278,-0.22612092,-0.8783191,0.005183823,-0.055429175,0.29404482,0.35656628,-0.2727247,0.016285129,0.009671351,-0.14876188,0.06522442,-0.3409666,0.050181475,0.03895399
0.010612732,-0.23803239,0.15437512,-0.45449913,0.08558407,-0.70658207,0.058795184,-0.4171424,-0.023163553,-0.11037579,-0.97701293,0.5865355,-0.9924781,-0.20788106,-1.4312749,0.057249613,-0.91535634,-2.6959462,-0.49489713,0.09726563,0.49707174,0.67049557,-0.11877243,-0.21179458,-0.052239202,-0.13128822,-0.31522888,-0.18945675,0.051561024,0.21618913
-0.14618947,-0.20055012,0.06287834,-0.24280739,-0.0201298,-0.15572676,-0.11925619,-0.34794313,-0.28686485,0.15542504,-0.11411814,0.14203927,-0.16469614,-0.31354415,-0.40388167,0.026797239,-0.010532256,-0.43959513,0.04062172,-0.07637979,0.2757869,0.48906255,-0.28902647,-0.14145312,-0.06490486,-0.049047157,-0.10642603,-0.16742848,0.21176018,-0.035382673
0.03713857,-0.30147418,0.3713361,-0.6975126,0.3994052,-0.6528631,0.0012165634,-0.25549322,-0.084043354,-0.35663173,-1.1285444,0.726384,-0.97884226,-0.18202004,-1.5325543,-0.18696126,-0.6277271,-2.0313654,-0.17092031,-0.18915309,0.34576386,0.58944875,-0.15645476,-0.20820643,-0.04302263,-0.15917091,-0.24876042,-0.0760841,-0.082978874,0.24415751
0.0872051,-0.28587434,0.38020203,-0.6844851,0.2763823,-0.74230754,0.05153335,-0.6451802,0.060119234,-0.34339073,-1.0670784,0.667308,-1.0522702,-0.16064362,-1.4494746,-0.044641655,-0.94295293,-2.4948256,-0.52169245,0.055484466,0.50144047,0.5027069,-0.05063896,-0.11984594,-0.16266902,-0.06080711,-0.42043972,-0.2679666,-0.045558088,0.16781162
-0.106254295,0.067820154,0.12719059,-0.05767212,0.13441454,-0.09571656,0.06796911,0.013076606,-0.12867635,0.0027899272,-0.0024091965,0.16044465,-0.03969154,-0.20208141,-0.44560084,-0.07936681,0.24069105,0.11755632,0.18880296,-0.34360713,0.22439267,0.35382777,-0.19610804,0.04375192,0.037887726,0.09726472,-0.008759393,-0.12488467,0.1080945,-0.22062357
-0.07612461,-0.03391537,0.090157144,-0.09266855,0.10360895,-0.108757146,0.024100006,-0.15663452,-0.07799288,0.023616526,-0.1410345,0.19705911,-0.1407773,-0.10091129,-0.45537573,0.03660439,0.011375879,-0.30983403,0.08704252,-0.08435891,0.17186518,0.22795098,-0.136338,0.023846155,-0.042695887,-0.06243676,-0.04319293,-0.07116797,0.18031839,-0.10314924
-0.19409326,-0.040036615,0.12192104,0.019909058,0.12211965,-0.116815105,0.05758278,-0.022630258,-0.199955,0.05590029,0.03944364,0.14036469,-0.06474729,-0.17255998,-0.20094672,-0.0047770664,0.11412697,-0.12047921,0.03450627,-0.15152869,0.14826295,0.23455039,-0.15008448,0.014112964,0.007282941,-0.05102919,0.155672,-0.08561178,0.017295813,-0.17593072
0.0073049623,-0.118834555,-0.032740027,-0.079127885,-0.031417497,-0.11882952,0.070166446,-0.03958944,-0.3475393,0.14485018,0.03818203,0.024582865,-0.099558406,-0.14390732,-0.3037037,0.059926257,-0.0813432,-0.37571567,0.003839478,0.001988113,0.3232213,0.426614,-0.27099496,-0.013489741,0.05016788,-0.036193103,0.022219483,-0.28510827,0.05498289,0.099711806
-0.1681248,-0.20091917,-0.070607685,-0.18556067,-0.16352913,-0.110599376,0.024797756,-0.30809456,-0.52989185,0.29061803,0.052011143,-0.058314875,-0.063150264,-0.24188842,-0.19682132,0.06634319,0.038753424,-0.60443956,-0.07113853,0.0083847605,0.3502252,0.79698384,-0.40928468,-0.29870546,-0.06917473,-0.07962393,-0.14543633,-0.022988342,0.22574244,0.037155263
0.0450755,-0.076392494,0.07259053,-0.24963027,0.24212694,-0.14878741,0.052259654,-0.077844,-0.056984883,-0.1555165,-0.3151721,0.27116936,-0.23721677,-0.13059253,-0.5780388,-0.13946627,-0.060310405,-0.53831846,-0.039934486,-0.16473997,0.19510597,0.049444877,-0.028307458,0.06498277,-0.063319854,-0.056860007,-0.08105941,-0.021370176,-0.14087754,0.1025361
0.15952794,-0.4442179,0.3435367,-0.92257863,0.29378942,-0.92454565,-0.070821024,-0.5683357,0.08017884,-0.266288,-1.2282467,0.66939944,-1.0492959,-0.11746894,-1.540044,-0.19189149,-0.8873285,-2.8332481,-0.528034,-0.06484758,0.50740045,0.6930394,-0.16374953,-0.33864382,-0.053624485,-0.025591101,-0.42079583,-0.1475394,-0.1297289,0.31460056
-0.064705595,-0.08380612,-0.075472735,-0.088654526,0.00928352,-0.025561066,0.07746759,-0.16597667,-0.38207802,0.10633563,0.056816164,-0.0017294874,-0.02091439,-0.1763562,-0.08739039,0.0074229073,0.043970857,-0.32905897,-0.019569295,0.030374967,0.2423904,0.41435155,-0.19354713,-0.09878603,-0.0026959325,-0.059865557,0.013600594,-0.10928857,0.07270476,0.012572164
0.20137621,-0.4091439,0.19221842,-1.1593242,0.3609998,-0.85287535,0.024275472,-0.6013053,0.22242914,-0.431565,-1.1407516,0.6816795,-0.6801391,-0.1526565,-1.2150353,-0.20518461,-0.28633773,-1.6390251,-0.29096788,-0.05807534,0.4896788,0.3459446,-0.1402286,-0.055033673,-0.04450443,-0.27866974,-0.18001644,-0.19040853,-0.41296077,0.33710566
0.10232236,-0.51139015,0.5540426,-0.9157155,0.52067435,-1.0655111,-0.055726886,-0.7173305,0.1497363,-0.54064834,-1.588028,1.0185466,-1.4422475,-0.111691244,-2.1652033,-0.16106465,-1.2042007,-3.4843132,-0.6155532,0.05021826,0.6889157,0.7397188,-0.1578763,-0.20512699,-0.07680212,-0.089803256,-0.52185017,-0.2830023,-0.07045868,0.3375886
0.22954515,-0.5758773,0.18169941,-1.1142982,0.50044173,-0.7467262,0.09657237,-0.6094457,0.038684033,-0.45197606,-0.8045248,0.6368963,-0.5332585,-0.29348832,-1.2807239,-0.19659284,-0.17604789,-1.247483,-0.15879302,0.07144225,0.4693742,0.1478344,-0.12914734,0.17811513,-0.04991662,-0.24116969,-0.31231612,-0.1709967,-0.27822143,0.2377073
0.054080743,-0.1909645,-0.16664654,-0.51523185,-0.08064824,-0.23238999,0.0876283,-0.29294842,-0.075320855,0.0076607103,-0.42102802,0.1650492,-0.20476061,-0.15968043,-0.44591996,-0.027021699,-0.1682319,-0.97457796,-0.16043705,-0.039737012,0.43891445,0.46070746,-0.1666331,-0.29047924,-0.01915633,-0.07778461,-0.17001328,-0.22513662,-0.07977563,0.12476292
0.025664637,-0.19842924,0.259214,-0.7573143,0.36300614,-0.9687245,-0.057934247,-0.6145194,0.07809342,-0.43009245,-1.2926304,0.838391,-1.2142748,-0.18523027,-1.8099202,-0.08488688,-1.281713,-3.3653948,-0.73253757,-0.026447942,0.564716,0.71169263,-0.069212824,-0.31514,0.0018817456,-0.05155787,-0.49090514,-0.20189469,-0.21152498,0.2640084
-0.020444773,-0.09365282,0.11360931,-0.122454084,0.11081014,-0.10270624,0.025284003,-0.11968548,-0.1851466,0.0018532733,-0.11804484,0.22110589,-0.23078834,-0.1605287,-0.48476115,-0.099030055,-0.05081537,-0.43234655,0.037714887,-0.12792884,0.19333862,0.24235994,-0.22776675,-0.025624031,-0.019335467,-0.06700947,-0.0143786175,-0.12578201,0.017491704,0.029931067
0.008521348,-0.3606303,0.42077073,-1.0322124,0.30985856,-1.2619159,0.039772086,-0.845558,0.020621978,-0.47194114,-1.8262076,0.9011815,-1.6246142,-0.25385404,-2.1259487,-0.09089223,-1.6928968,-4.4788094,-0.9880394,0.052102525,0.77685404,0.9699217,-0.1290335,-0.6115922,-0.15327404,-0.20487994,-0.49900454,-0.5435066,-0.19265376,0.31539237
-0.04403336,-0.04378854,0.30889606,-0.41965887,0.48354003,-0.13510579,0.041844197,-0.17043616,-0.09245699,-0.15512154,-0.5731731,0.5132046,-0.4761225,-0.2644005,-1.1974727,-0.19545971,0.04856117,-0.31734344,0.26209334,-0.28495812,0.2741096,0.24265014,-0.25818747,0.07873506,-0.2113863,0.015869213,-0.07510476,0.058759995,0.1369518,-0.044860236
0.0659294,-0.26614842,-0.012451069,-0.43581253,0.20036115,-0.40639195,0.2865206,-0.29579633,-0.46043774,-0.13973717,-0.40162328,0.36647907,-0.37560478,-0.212319,-0.58268195,-0.15664795,-0.15765515,-0.7738322,-0.18233678,-0.047131322,0.31426346,0.021759685,-0.13159135,0.15862094,0.07261822,-0.31608868,0.13138556,-0.64407575,-0.5030489,0.20805539
0.0026302233,-0.07648057,0.05935484,-0.17715496,0.060977317,-0.12514383,-0.0037867725,-0.10921399,-0.12667687,0.005443363,-0.19786838,0.14478917,-0.16269566,-0.11180547,-0.43510696,-0.05889339,-0.09521894,-0.34595805,0.027261714,-0.07343722,0.20947613,0.30041716,-0.15674026,-0.04163217,-0.04274486,0.028705103,-0.050408285,-0.0833386,0.041260194,0.043646798
0.024453182,-0.30634815,0.39439824,-0.6539688,0.39296007,-0.7268104,-0.06572874,-0.3136439,0.08122734,-0.42561018,-1.1224478,0.7870118,-1.0565895,-0.18044177,-1.8034478,-0.1977385,-0.86565036,-2.4085042,-0.3160414,-0.092431135,0.43885127,0.63985854,-0.14517021,-0.09359505,-0.056914482,0.043093704,-0.28873366,0.07504009,-0.061336573,0.22543086
0.023959085,-0.22983386,0.25493848,-0.61849993,0.25164405,-0.49127528,0.03410445,-0.4240864,-0.021723386,-0.20677596,-0.7839488,0.46966115,-0.69505453,-0.14563756,-1.0017773,-0.07676718,-0.39916596,-1.4228971,-0.11212293,-0.043538176,0.26898745,0.32836428,-0.15765917,-0.051508695,-0.18367779,-0.14902805,-0.26761985,-0.062483292,-0.061532415,0.19999385
0.011470214,-0.09522944,0.30424494,-0.40398735,0.36490476,-0.2889402,-0.0030408092,-0.16974926,0.022765055,-0.28080323,-0.6770213,0.46943033,-0.47581434,-0.18249588,-1.1205821,-0.28681687,-0.16383861,-0.7947564,0.08111827,-0.24178435,0.29314423,0.27859804,-0.14210638,-0.015198304,-0.11915161,-0.040364116,-0.06718283,0.12033484,0.0076101897,0.09840949
0.020731615,-0.10686867,-0.048260204,-0.16724584,-0.065194294,-0.13046196,-0.0045546032,-0.0736242,-0.25263017,0.1089531,-0.09409943,0.032753825,-0.055270027,-0.10971887,-0.2638188,0.04445199,-0.081297085,-0.46664858,-0.071,0.02592597,0.26808944,0.42942852,-0.14648913,-0.08605895,-0.07033087,-0.028921908,-0.03417221,-0.06112689,0.09378649,0.06451372
0.06383717,-0.34873992,0.34394845,-0.84596336,0.31678537,-0.90388995,0.040170085,-0.60165125,0.13017426,-0.37002438,-1.3658943,0.7638098,-1.3088771,-0.10587251,-1.7598338,-0.1177592,-1.1470788,-3.0797086,-0.63830006,0.047471166,0.5580745,0.67030066,-0.10836383,-0.31095812,-0.1086328,-0.20384651,-0.31932908,-0.48618957,-0.121618345,0.29194078
-0.16957057,-0.034361675,0.15122834,0.079082765,0.09920968,-0.10124405,0.052663125,-0.043032583,-0.20385027,0.013655966,0.08430165,0.14218037,-0.094071284,-0.20309709,-0.28751567,-0.12330721,0.1537063,-0.07866912,0.12612675,-0.18981783,0.10701983,0.2081969,-0.2958226,-0.015975934,0.061091613,-0.14824812,0.15954919,-0.14425181,0.12578385,-0.20981994
-0.010290071,-0.11544664,0.2335044,-0.3744779,0.31627575,-0.2162178,-0.056705303,-0.2714463,-0.028189735,-0.0954521,-0.70001453,0.53006506,-0.6203067,-0.1278438,-1.1899652,-0.148456,-0.057171803,-0.7442739,0.1266251,-0.16919193,0.40996042,0.33610514,-0.22966641,0.086743206,-0.19375539,0.0041415254,-0.102665424,0.100237615,0.16765179,0.032643497
-0.20300068,0.00016110973,0.3060991,-0.534028,0.45640036,-0.10777682,0.027441941,-0.26089877,-0.2374995,-0.1293888,-0.57492405,0.65016454,-0.3172065,-0.30107763,-1.3257992,-0.10028983,0.45308813,0.22198366,0.5300439,-0.414921,0.22027746,0.27423465,-0.37278718,-0.10965951,-0.21374275,0.029889433,-0.13833143,0.10793704,0.22941071,-0.322129
-0.056301177,-0.070582666,0.17429407,-0.094136536,0.14757872,-0.21130916,0.039387867,-0.15981507,-0.079277284,-0.067713775,-0.31503645,0.2685617,-0.41493422,-0.10354463,-0.6146543,0.015740588,-0.30520853,-0.81934035,-0.108659476,-0.014840133,0.20934267,0.14443135,-0.08098444,-0.029059099,-0.061270766,-0.077656716,-0.077915005,-0.25407606,0.045916785,0.07383167
-0.14876673,-0.048099015,0.07286932,0.019601345,0.15111421,-0.06022298,0.05959052,-0.04971826,-0.19613099,0.045965,0.010126099,0.10228237,-0.044881724,-0.12628818,-0.29575178,-0.045719683,0.15722077,-0.07750612,0.09003655,-0.17133276,0.11188709,0.2789788,-0.19516063,-0.049480207,0.028752858,0.025861694,0.053320576,-0.069348626,0.14840151,-0.13725068
0.004324666,-0.13611798,0.018652191,-0.0586492,0.14310336,-0.067358375,0.091098495,-0.11077108,-0.2863851,-0.0088072745,-0.062389225,0.14121795,-0.22752295,-0.16351081,-0.30035192,-0.0544114,0.012912967,-0.50313467,-0.030570148,-0.008979339,0.25809222,0.16989797,-0.105021656,0.036835104,-0.037431538,-0.13256031,0.0596726,-0.16853511,-0.105495706,0.051318146
0.018735826,-0.13773143,0.20843613,-0.2833033,0.17253004,-0.55385655,0.06817741,-0.28357926,-0.119096965,-0.17683479,-0.76975375,0.49164814,-0.86681074,-0.19759859,-1.2402335,0.049777944,-0.9311317,-2.3783464,-0.36049315,-0.010046421,0.38414025,0.45911565,-0.13744642,-0.26444063,-0.043818045,-0.11966814,-0.27220687,-0.30296302,-0.048280206,0.22992185
-0.049301364,-0.07672289,0.05088745,-0.1879184,-0.04336262,-0.20142922,0.11195931,-0.1907368,-0.123144016,-0.053685345,-0.23963946,0.20102651,-0.32644624,-0.10541681,-0.46471268,0.060426734,-0.33479035,-1.0006638,-0.25778246,0.029446736,0.2834399,0.2992022,-0.15307501,-0.104440846,-0.041247346,-0.14945398,-0.027143288,-0.14220552,-0.021451717,0.21771383
-0.066917785,-0.024532618,0.039303623,-0.15761644,0.039469622,-0.20505749,0.023637876,-0.13489433,-0.06428967,-0.043598156,-0.196958,0.18262908,-0.23854685,-0.068393014,-0.40991184,0.048518162,-0.200209,-0.62751985,-0.08303413,0.037350252,0.17467265,0.33743188,-0.12341291,-0.05967878,-0.028844004,-0.041261673,-0.06654277,-0.10400891,0.04451711,0.02019388
0.10367131,-0.20358779,0.29091787,-0.5641432,0.3363877,-0.57913655,0.1313894,-0.40975076,-0.026222477,-0.23271771,-0.7848631,0.7159048,-0.8650899,-0.15115808,-1.264497,-0.02004699,-0.51259506,-1.7334548,-0.2293131,-0.10146532,0.33715165,0.36297244,-0.04911042,0.08013056,-0.15398353,-0.019547023,-0.25943843,-0.04331425,-0.07429267,0.1391006
0.028720548,-0.20708781,0.14965285,-0.5331106,0.13496336,-0.57880896,-0.07544098,-0.3597604,0.027910901,-0.104806185,-1.0845268,0.69332314,-0.9788645,-0.1657606,-1.561554,0.02803162,-0.83877367,-2.5277636,-0.28847337,0.10700488,0.7393478,0.63006234,-0.11309012,-0.24222332,-0.035936985,-0.09630172,-0.36734486,-0.1995164,0.088169545,0.12501405
-0.023352968,-0.3216904,0.39961237,-0.8675604,0.50811833,-0.6213351,-0.09936085,-0.30037034,0.018508235,-0.32298714,-1.1793158,0.8081247,-1.0836893,-0.31684017,-1.8560578,-0.10553521,-0.56195295,-1.8092716,0.09753543,-0.08336177,0.50849825,0.5734727,-0.15061443,-0.026025701,-0.09742783,-0.07463746,-0.3028214,-0.100873075,0.18734068,0.19176373
